country,country_code_2_digit,country_code_3_digit,population,reported_year_week,reported_week_start_date,reported_week_end_date,source,new_hospital_occupancy_Count,new_icu_occupancy_Count
Denmark,DK,DNK,5806081,2020-W20,2020-05-10,2020-05-16,,1.05062261446232,
Belgium,BE,BEL,11455519,2020-W20,2020-05-10,2020-05-16,"TESSy COVID-19, national weekly data",3.74491980677611,
Cyprus,CY,CYP,875899,2020-W20,2020-05-10,2020-05-16,"TESSy COVID-19, national daily data",0.11416841439481,
Czechia,CZ,CZE,10649800,2020-W20,2020-05-10,2020-05-16,"TESSy COVID-19, national weekly data",1.83102030085072,0.51644162331687
Latvia,LV,LVA,1919968,2020-W20,2020-05-10,2020-05-16,"TESSy COVID-19, national weekly data",0.520842014033567,0.0520842014033567
Belgium,BE,BEL,11455519,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",5.44715608258343,
Ireland,IE,IRL,4904240,2020-W19,2020-05-03,2020-05-09,,2.52842438379851,
Cyprus,CY,CYP,875899,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national daily data",0.456673657579241,0.11416841439481
Slovenia,SI,SVN,2080908,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",0.096111889617417,
Croatia,HR,HRV,4076246,2020-W19,2020-05-03,2020-05-09,,0.98129504450909,
Netherlands,NL,NLD,17282163,2020-W19,2020-05-03,2020-05-09,,,0.254597760708541
Estonia,EE,EST,1324820,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",,0.377409761326067
Sweden,SE,SWE,10230185,2020-W19,2020-05-03,2020-05-09,,,1.52489910984015
Spain,ES,ESP,46937060,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",1.97072419959836,0.174702037153584
Germany,DE,DEU,83019213,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national daily data",0.891359931345049,
United Kingdom,UK,GBR,66647112,2020-W19,2020-05-03,2020-05-09,,11.3418267846325,
Denmark,DK,DNK,5806081,2020-W19,2020-05-03,2020-05-09,,1.39508904543357,
Greece,EL,GRC,10724599,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",,0.0372974318200615
Portugal,PT,PRT,10276617,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national daily data",1.37204685160496,
Latvia,LV,LVA,1919968,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",0.520842014033567,0.0
Czechia,CZ,CZE,10649800,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",2.70427613664106,0.657289338766925
Netherlands,NL,NLD,17282163,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national daily data",0.977886853630532,
Romania,RO,ROU,19414458,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",,
France,FR,FRA,67012883,2020-W19,2020-05-03,2020-05-09,,,0.787908199681545
Estonia,EE,EST,1324820,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national daily data",0.45289171359128,
Netherlands,NL,NLD,17282163,2020-W18,2020-04-26,2020-05-02,,,0.486050270443578
United Kingdom,UK,GBR,66647112,2020-W18,2020-04-26,2020-05-02,,14.4717448522001,
France,FR,FRA,67012883,2020-W18,2020-04-26,2020-05-02,,,1.08337377456212
Germany,DE,DEU,83019213,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national daily data",1.17563147701725,
Denmark,DK,DNK,5806081,2020-W18,2020-04-26,2020-05-02,,2.13569187202177,
Romania,RO,ROU,19414458,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",,
Estonia,EE,EST,1324820,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",,0.603855618121707
Belgium,BE,BEL,11455519,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",7.7779103679196,
Spain,ES,ESP,46937060,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",2.35634698892517,0.185354600394656
Greece,EL,GRC,10724599,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",,0.0372974318200615
Cyprus,CY,CYP,875899,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national daily data",0.570842071974052,
Czechia,CZ,CZE,10649800,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",3.60570151552142,0.845086292700332
Slovenia,SI,SVN,2080908,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",0.288335668852251,
Latvia,LV,LVA,1919968,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",0.468757812630211,0.104168402806713
Portugal,PT,PRT,10276617,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national daily data",1.51800928262676,
Croatia,HR,HRV,4076246,2020-W18,2020-04-26,2020-05-02,,0.588777026705454,
Ireland,IE,IRL,4904240,2020-W18,2020-04-26,2020-05-02,,4.24122799862976,0.367029346035267
Sweden,SE,SWE,10230185,2020-W18,2020-04-26,2020-05-02,,,1.83769892724325
Estonia,EE,EST,1324820,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national daily data",1.81156685436512,
Netherlands,NL,NLD,17282163,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national daily data",1.46393712407411,
Romania,RO,ROU,19414458,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",,
Estonia,EE,EST,1324820,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national daily data",1.6606029498347,
France,FR,FRA,67012883,2020-W17,2020-04-19,2020-04-25,,,1.66684367243236
Netherlands,NL,NLD,17282163,2020-W17,2020-04-19,2020-04-25,,,0.68278490371836
Sweden,SE,SWE,10230185,2020-W17,2020-04-19,2020-04-25,,,2.32644864193561
Greece,EL,GRC,10724599,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",,0.0932435795501538
Ireland,IE,IRL,4904240,2020-W17,2020-04-19,2020-04-25,,3.91497969104285,0.917573365088169
Slovenia,SI,SVN,2080908,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",0.624727282513211,
Cyprus,CY,CYP,875899,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national daily data",0.799178900763673,0.228336828789621
Netherlands,NL,NLD,17282163,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national daily data",2.45918291593477,
Estonia,EE,EST,1324820,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",,0.603855618121707
Latvia,LV,LVA,1919968,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",0.729178819646994,0.208336805613427
Belgium,BE,BEL,11455519,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",12.2386423522147,
Spain,ES,ESP,46937060,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",3.75609379880206,0.247139467192875
Germany,DE,DEU,83019213,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national daily data",1.78392440313786,
Denmark,DK,DNK,5806081,2020-W17,2020-04-19,2020-04-25,,3.58245088210103,
Croatia,HR,HRV,4076246,2020-W17,2020-04-19,2020-04-25,,2.50230236349818,
United Kingdom,UK,GBR,66647112,2020-W17,2020-04-19,2020-04-25,,15.9451770393292,
Portugal,PT,PRT,10276617,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national daily data",2.26728309520536,
Czechia,CZ,CZE,10649800,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",4.62919491445849,1.20190050517381
Netherlands,NL,NLD,17282163,2020-W16,2020-04-12,2020-04-18,,,1.1051857339848
Portugal,PT,PRT,10276617,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national daily data",3.32794342729714,
Romania,RO,ROU,19414458,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",,
Cyprus,CY,CYP,875899,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national daily data",1.37002097273772,0.456673657579241
Denmark,DK,DNK,5806081,2020-W16,2020-04-12,2020-04-18,,3.90969399152372,
United Kingdom,UK,GBR,66647112,2020-W16,2020-04-12,2020-04-18,,20.0893926206435,
Ireland,IE,IRL,4904240,2020-W16,2020-04-12,2020-04-18,,4.5266952677683,1.20304063422671
Czechia,CZ,CZE,10649800,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",4.96722943153862,1.33335837292719
Estonia,EE,EST,1324820,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national daily data",3.24572394740418,
Belgium,BE,BEL,11455519,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",16.7779390877009,
Netherlands,NL,NLD,17282163,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national daily data",4.36866612124883,
Spain,ES,ESP,46937060,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",6.65572151302191,0.364317662844669
France,FR,FRA,67012883,2020-W16,2020-04-12,2020-04-18,,,2.44878287060117
Slovenia,SI,SVN,2080908,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",0.720839172130628,
Germany,DE,DEU,83019213,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national daily data",2.55362574925879,
Croatia,HR,HRV,4076246,2020-W16,2020-04-12,2020-04-18,,1.76633108011636,
Estonia,EE,EST,1324820,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",,
Sweden,SE,SWE,10230185,2020-W16,2020-04-12,2020-04-18,,,2.44374857346177
Latvia,LV,LVA,1919968,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",0.937515625260421,0.15625260421007
Greece,EL,GRC,10724599,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",,0.158514085235262
Portugal,PT,PRT,10276617,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national daily data",4.35941127318455,
Denmark,DK,DNK,5806081,2020-W15,2020-04-05,2020-04-11,,4.49528692417484,
Sweden,SE,SWE,10230185,2020-W15,2020-04-05,2020-04-11,,,2.82497335092181
Latvia,LV,LVA,1919968,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national weekly data",1.30210503508392,0.0
Germany,DE,DEU,83019213,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national daily data",3.63289399045496,
Netherlands,NL,NLD,17282163,2020-W15,2020-04-05,2020-04-11,,,1.89212426708393
Belgium,BE,BEL,11455519,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national weekly data",24.5209317884244,
Netherlands,NL,NLD,17282163,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national daily data",7.58585600656585,
Spain,ES,ESP,46937060,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national weekly data",12.0544405635973,0.57097738972147
Romania,RO,ROU,19414458,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national weekly data",,
Ireland,IE,IRL,4904240,2020-W15,2020-04-05,2020-04-11,,5.72973590199501,0.958354403536532
Slovenia,SI,SVN,2080908,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national weekly data",1.44167834426126,
Cyprus,CY,CYP,875899,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national daily data",2.28336828789621,0.799178900763673
Estonia,EE,EST,1324820,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national daily data",4.83084494497366,
Czechia,CZ,CZE,10649800,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national weekly data",5.49306090255216,1.49298578377059
Greece,EL,GRC,10724599,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national weekly data",,0.186487159100308
United Kingdom,UK,GBR,66647112,2020-W15,2020-04-05,2020-04-11,,27.7251323358167,
France,FR,FRA,67012883,2020-W15,2020-04-05,2020-04-11,,,4.1081652911426
Spain,ES,ESP,46937060,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national weekly data",21.1495990588247,1.20373964624116
Belgium,BE,BEL,11455519,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national weekly data",30.9370531356982,
Germany,DE,DEU,83019213,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national daily data",4.96391118523371,
Sweden,SE,SWE,10230185,2020-W14,2020-03-29,2020-04-04,,,2.70767341939564
Latvia,LV,LVA,1919968,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national weekly data",1.45835763929399,0.208336805613427
United Kingdom,UK,GBR,66647112,2020-W14,2020-03-29,2020-04-04,,32.4605213201136,
Ireland,IE,IRL,4904240,2020-W14,2020-03-29,2020-04-04,,3.38482619121413,0.0815620768967261
Denmark,DK,DNK,5806081,2020-W14,2020-03-29,2020-04-04,,7.00989187026499,
Slovenia,SI,SVN,2080908,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national weekly data",1.82612590273092,
Portugal,PT,PRT,10276617,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national daily data",6.47100110863332,
Estonia,EE,EST,1324820,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national daily data",7.69915913105177,
Netherlands,NL,NLD,17282163,2020-W14,2020-03-29,2020-04-04,,,3.50071920974244
Greece,EL,GRC,10724599,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national weekly data",,0.372974318200615
France,FR,FRA,67012883,2020-W14,2020-03-29,2020-04-04,,,6.70318869880587
Cyprus,CY,CYP,875899,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national daily data",4.11006291821317,1.02751572955329
Netherlands,NL,NLD,17282163,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national daily data",13.3490234989683,
Romania,RO,ROU,19414458,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national weekly data",10.9918082698987,
Czechia,CZ,CZE,10649800,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national weekly data",4.96722943153862,1.21129035287048
Estonia,EE,EST,1324820,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national daily data",5.43470056309536,
Slovenia,SI,SVN,2080908,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national weekly data",3.60419586065314,
Greece,EL,GRC,10724599,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national weekly data",,0.512839687525846
Cyprus,CY,CYP,875899,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national daily data",6.05092596292495,1.94086304471178
Czechia,CZ,CZE,10649800,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national weekly data",3.35217562771132,0.704238577250277
Denmark,DK,DNK,5806081,2020-W13,2020-03-22,2020-03-28,,9.66228338874363,
Netherlands,NL,NLD,17282163,2020-W13,2020-03-22,2020-03-28,,,4.17771780071742
France,FR,FRA,67012883,2020-W13,2020-03-22,2020-03-28,,,6.0943505445065
Portugal,PT,PRT,10276617,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national daily data",6.65588685459427,
Latvia,LV,LVA,1919968,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national weekly data",1.51044184069735,0.15625260421007
Spain,ES,ESP,46937060,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national weekly data",35.9502704259704,2.77605798062341
United Kingdom,UK,GBR,66647112,2020-W13,2020-03-22,2020-03-28,,20.874122797699,
Sweden,SE,SWE,10230185,2020-W13,2020-03-22,2020-03-28,,,2.32644864193561
Ireland,IE,IRL,4904240,2020-W13,2020-03-22,2020-03-28,,,0.0
Romania,RO,ROU,19414458,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national weekly data",7.08750148986905,
Germany,DE,DEU,83019213,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national daily data",5.32527331956279,
Netherlands,NL,NLD,17282163,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national daily data",19.0022510492466,
Belgium,BE,BEL,11455519,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national weekly data",30.4743940453505,
Slovenia,SI,SVN,2080908,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national weekly data",2.40279724043543,
Latvia,LV,LVA,1919968,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national weekly data",0.833347222453708,0.0
Sweden,SE,SWE,10230185,2020-W12,2020-03-15,2020-03-21,,,0.860199497858543
Estonia,EE,EST,1324820,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national daily data",2.49090442475204,
Netherlands,NL,NLD,17282163,2020-W12,2020-03-15,2020-03-21,,,2.32031141009375
Spain,ES,ESP,46937060,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national weekly data",49.2254947369946,4.95131139445036
United Kingdom,UK,GBR,66647112,2020-W12,2020-03-15,2020-03-21,,4.9589545605517,
Greece,EL,GRC,10724599,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national weekly data",,0.391623034110646
Portugal,PT,PRT,10276617,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national daily data",4.14533304101924,
France,FR,FRA,67012883,2020-W12,2020-03-15,2020-03-21,,,1.92052623672377
Romania,RO,ROU,19414458,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national weekly data",,
Denmark,DK,DNK,5806081,2020-W12,2020-03-15,2020-03-21,,5.6664727894771,
Belgium,BE,BEL,11455519,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national weekly data",13.3036312016941,
Germany,DE,DEU,83019213,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national daily data",2.80537470284138,
Czechia,CZ,CZE,10649800,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national weekly data",1.14556141899378,0.187796953933407
Cyprus,CY,CYP,875899,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national daily data",2.74004194547545,0.342505243184431
Netherlands,NL,NLD,17282163,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national daily data",10.8261911428564,
Greece,EL,GRC,10724599,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national weekly data",,0.1212166534152
Czechia,CZ,CZE,10649800,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national weekly data",0.103288324663374,0.0
Cyprus,CY,CYP,875899,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national daily data",1.02751572955329,
United Kingdom,UK,GBR,66647112,2020-W11,2020-03-08,2020-03-14,,0.267078339418518,
Latvia,LV,LVA,1919968,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national weekly data",0.31250520842014,0.0
Germany,DE,DEU,83019213,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national daily data",1.10817721194249,
Sweden,SE,SWE,10230185,2020-W11,2020-03-08,2020-03-14,,,0.156399908701553
Slovenia,SI,SVN,2080908,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national weekly data",2.35474129562672,
Netherlands,NL,NLD,17282163,2020-W11,2020-03-08,2020-03-14,,,0.601776525311097
Romania,RO,ROU,19414458,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national weekly data",0.73656447169424,
Netherlands,NL,NLD,17282163,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national daily data",2.89315637168797,
Denmark,DK,DNK,5806081,2020-W11,2020-03-08,2020-03-14,,2.34237173060452,
Belgium,BE,BEL,11455519,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national weekly data",13.3036312016941,
Spain,ES,ESP,46937060,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national weekly data",38.8925083931546,4.7659567940557
Estonia,EE,EST,1324820,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national daily data",0.301927809060854,
Portugal,PT,PRT,10276617,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national daily data",1.64451005617899,
Denmark,DK,DNK,5806081,2020-W10,2020-03-01,2020-03-07,,0.155009893937064,
Germany,DE,DEU,83019213,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national daily data",0.396293807314218,
United Kingdom,UK,GBR,66647112,2020-W10,2020-03-01,2020-03-07,,0.151544451018373,
Slovenia,SI,SVN,2080908,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national weekly data",0.865007006556753,
Sweden,SE,SWE,10230185,2020-W10,2020-03-01,2020-03-07,,,0.0293249828815412
Latvia,LV,LVA,1919968,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national weekly data",0.15625260421007,0.0
Spain,ES,ESP,46937060,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national weekly data",10.2903760908757,1.48070629050904
Greece,EL,GRC,10724599,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national weekly data",,0.0186487159100308
Netherlands,NL,NLD,17282163,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national daily data",0.624921776284601,
Czechia,CZ,CZE,10649800,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national weekly data",0.0,0.0
Portugal,PT,PRT,10276617,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national daily data",0.807658784987316,
Netherlands,NL,NLD,17282163,2020-W10,2020-03-01,2020-03-07,,,0.104153629380767
Romania,RO,ROU,19414458,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national weekly data",0.0618096060162998,
Cyprus,CY,CYP,875899,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national daily data",0.11416841439481,
Belgium,BE,BEL,11455519,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national weekly data",,
Belgium,BE,BEL,11455519,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national weekly data",,
Czechia,CZ,CZE,10649800,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national weekly data",0.0,0.0
Greece,EL,GRC,10724599,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national weekly data",,0.0
Netherlands,NL,NLD,17282163,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national daily data",0.179375695044654,
United Kingdom,UK,GBR,66647112,2020-W09,2020-02-23,2020-02-29,,0.007502200545464,
Denmark,DK,DNK,5806081,2020-W09,2020-02-23,2020-02-29,,0.0172233215485626,
Slovenia,SI,SVN,2080908,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national weekly data",0.0,
Netherlands,NL,NLD,17282163,2020-W09,2020-02-23,2020-02-29,,,0.0173589382301278
Sweden,SE,SWE,10230185,2020-W09,2020-02-23,2020-02-29,,,0.0
Spain,ES,ESP,46937060,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national weekly data",2.12625162291801,0.366448175492883
Latvia,LV,LVA,1919968,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national weekly data",0.0,0.0
Estonia,EE,EST,1324820,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national daily data",0.0754819522652134,
Germany,DE,DEU,83019213,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national daily data",0.21199911880639,
Romania,RO,ROU,19414458,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national weekly data",0.015452401504075,
Portugal,PT,PRT,10276617,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national daily data",0.214078232165313,
Germany,DE,DEU,83019213,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national daily data",0.0662497246269969,
Portugal,PT,PRT,10276617,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national daily data",0.155693259756591,
Latvia,LV,LVA,1919968,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national weekly data",0.0,0.0
Czechia,CZ,CZE,10649800,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national weekly data",0.0,0.0
Sweden,SE,SWE,10230185,2020-W08,2020-02-16,2020-02-22,,,0.0
Belgium,BE,BEL,11455519,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national weekly data",,
Netherlands,NL,NLD,17282163,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national daily data",0.0694357529205112,
Slovenia,SI,SVN,2080908,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national weekly data",0.0,
Greece,EL,GRC,10724599,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national weekly data",,0.0
Spain,ES,ESP,46937060,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national weekly data",0.383492276678599,0.0788289679839342
Netherlands,NL,NLD,17282163,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national daily data",0.0405041892036315,
Spain,ES,ESP,46937060,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national weekly data",0.202398701580372,0.0255661517785733
Portugal,PT,PRT,10276617,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national daily data",0.155693259756591,
Czechia,CZ,CZE,10649800,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national weekly data",0.0,0.0
Germany,DE,DEU,83019213,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national daily data",0.0409543752239617,
Slovenia,SI,SVN,2080908,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national weekly data",0.0,
Sweden,SE,SWE,10230185,2020-W07,2020-02-09,2020-02-15,,,0.0
Greece,EL,GRC,10724599,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national weekly data",,0.0
Latvia,LV,LVA,1919968,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national weekly data",0.0,0.0
Belgium,BE,BEL,11455519,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national weekly data",,
Netherlands,NL,NLD,17282163,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national daily data",0.0115726254867519,
Belgium,BE,BEL,11455519,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national weekly data",,
Sweden,SE,SWE,10230185,2020-W06,2020-02-02,2020-02-08,,,0.0
Portugal,PT,PRT,10276617,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national daily data",0.0875774586130825,
Slovenia,SI,SVN,2080908,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national weekly data",0.0,
Greece,EL,GRC,10724599,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national weekly data",,0.0
Czechia,CZ,CZE,10649800,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national weekly data",0.0,0.0
Latvia,LV,LVA,1919968,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national weekly data",0.0,0.0
Germany,DE,DEU,83019213,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national daily data",0.0289089707463259,
Spain,ES,ESP,46937060,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national weekly data",0.0745679426875054,0.0149135885375011
Latvia,LV,LVA,1919968,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national weekly data",0.0,0.0
Germany,DE,DEU,83019213,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national daily data",0.0493861583583068,
Cyprus,CY,CYP,875899,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national daily data",0.11416841439481,
Spain,ES,ESP,46937060,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national weekly data",0.0255661517785733,0.00213051264821444
Greece,EL,GRC,10724599,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national weekly data",,0.0
Portugal,PT,PRT,10276617,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national daily data",0.0875774586130825,
Slovenia,SI,SVN,2080908,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national weekly data",0.0,
Czechia,CZ,CZE,10649800,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national weekly data",0.0,0.0
