country,country_code,country_code_2_digit,country_code_3_digit,cases_Count,deaths_Count,population,source,reported_date
Azerbaijan,AZE,AZ,AZE,0,0,10139175,"Epidemic intelligence, national daily data",2020-03-16
Denmark,DNK,DK,DNK,54,0,5806081,"Epidemic intelligence, national daily data",2020-06-15
Cyprus,CYP,CY,CYP,7,0,875899,"Epidemic intelligence, national daily data",2020-04-27
Cyprus,CYP,CY,CYP,26,1,875899,"Epidemic intelligence, national daily data",2020-08-20
Czechia,CZE,CZ,CZE,2910,12,10649800,"Epidemic intelligence, national daily data",2020-09-25
Bulgaria,BGR,BG,BGR,0,0,7000039,"Epidemic intelligence, national daily data",2020-02-27
Bulgaria,BGR,BG,BGR,119,3,7000039,"Epidemic intelligence, national daily data",2020-08-03
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-06-08
Belarus,BLR,BY,BLR,121,4,9449321,"Epidemic intelligence, national daily data",2020-08-03
Belarus,BLR,BY,BLR,0,0,9449321,"Epidemic intelligence, national daily data",2020-02-14
Denmark,DNK,DK,DNK,0,0,5806081,"Epidemic intelligence, national daily data",2020-01-09
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-03-05
Bulgaria,BGR,BG,BGR,116,12,7000039,"Epidemic intelligence, national daily data",2020-08-11
Austria,AUT,AT,AUT,1005,2,8858775,"Epidemic intelligence, national daily data",2020-09-12
Estonia,EST,EE,EST,25,0,1324820,"Epidemic intelligence, national daily data",2020-09-07
Belgium,BEL,BE,BEL,110,4,11455519,"Epidemic intelligence, national daily data",2020-06-24
Denmark,DNK,DK,DNK,0,0,5806081,"Epidemic intelligence, national daily data",2020-02-28
Belarus,BLR,BY,BLR,380,6,9449321,"Epidemic intelligence, national daily data",2020-06-29
Armenia,ARM,AM,ARM,209,5,2963234,"Epidemic intelligence, national daily data",2020-08-02
Austria,AUT,AT,AUT,191,16,8858775,"Epidemic intelligence, national daily data",2020-04-15
Azerbaijan,AZE,AZ,AZE,257,3,10139175,"Epidemic intelligence, national daily data",2020-05-31
Malta,MLT,MT,MLT,19,0,493559,"Epidemic intelligence, national daily data",2020-09-05
Luxembourg,LUX,LU,LUX,177,0,613894,"Epidemic intelligence, national daily data",2020-09-19
Georgia,GEO,GE,GEO,43,2,3989175,"Epidemic intelligence, national daily data",2020-05-02
Moldova,MDA,MD,MDA,530,15,4033963,"Epidemic intelligence, national daily data",2020-08-26
Kosovo,RKS,,,0,0,1798506,"Epidemic intelligence, national daily data",2020-02-21
Netherlands,NLD,NL,NLD,223,0,17282163,"Epidemic intelligence, national daily data",2020-07-29
Kosovo,RKS,,,145,6,1798506,"Epidemic intelligence, national daily data",2020-07-19
Italy,ITA,IT,ITA,0,0,60359546,"Epidemic intelligence, national daily data",2020-01-02
Netherlands,NLD,NL,NLD,708,138,17282163,"Epidemic intelligence, national daily data",2020-04-23
Montenegro,MNE,ME,MNE,0,0,622182,"Epidemic intelligence, national daily data",2020-03-05
Netherlands,NLD,NL,NLD,278,4,17282163,"Epidemic intelligence, national daily data",2020-03-17
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-05-06
Jersey,JEY,JE,JEY,1,0,107796,"Epidemic intelligence, national daily data",2020-04-27
Jersey,JEY,JE,JEY,0,0,107796,"Epidemic intelligence, national daily data",2020-01-26
Montenegro,MNE,ME,MNE,0,0,622182,"Epidemic intelligence, national daily data",2020-05-15
Montenegro,MNE,ME,MNE,7,0,622182,"Epidemic intelligence, national daily data",2020-03-23
Liechtenstein,LIE,LI,LIE,6,0,38378,"Epidemic intelligence, national daily data",2020-10-14
France,FRA,FR,FRA,30621,88,67012883,"Epidemic intelligence, national daily data",2020-10-16
Kosovo,RKS,,,0,0,1798506,"Epidemic intelligence, national daily data",2020-02-19
Finland,FIN,FI,FIN,7,0,5517919,"Epidemic intelligence, national daily data",2020-08-30
Hungary,HUN,HU,HUN,0,0,9772756,"Epidemic intelligence, national daily data",2020-03-06
Malta,MLT,MT,MLT,12,0,493559,"Epidemic intelligence, national daily data",2020-04-22
Montenegro,MNE,ME,MNE,2,0,622182,"Epidemic intelligence, national daily data",2020-03-18
Gibraltar,GIB,GI,GIB,0,0,33691,"Epidemic intelligence, national daily data",2020-05-13
Finland,FIN,FI,FIN,10,0,5517919,"Epidemic intelligence, national daily data",2020-07-30
Netherlands,NLD,NL,NLD,184,11,17282163,"Epidemic intelligence, national daily data",2020-06-11
Greece,GRC,EL,GRC,0,0,10724599,"Epidemic intelligence, national daily data",2020-01-27
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-08-31
Malta,MLT,MT,MLT,0,0,493559,"Epidemic intelligence, national daily data",2020-02-01
Finland,FIN,FI,FIN,29,0,5517919,"Epidemic intelligence, national daily data",2020-08-20
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-10-13
Kosovo,RKS,,,117,5,1798506,"Epidemic intelligence, national daily data",2020-09-06
Spain,ESP,ES,ESP,2031,5,46937060,"Epidemic intelligence, national daily data",2020-07-29
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-07-20
Portugal,PRT,PT,PRT,187,9,10276617,"Epidemic intelligence, national daily data",2020-05-15
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-08-15
Poland,POL,PL,POL,18,1,37972812,"Epidemic intelligence, national daily data",2020-03-13
Sweden,SWE,SE,SWE,284,7,10230185,"Epidemic intelligence, national daily data",2020-07-18
North Macedonia,MKD,MK,MKD,0,0,2077132,"Epidemic intelligence, national daily data",2020-01-21
Romania,ROU,RO,ROU,1415,44,19414458,"Epidemic intelligence, national daily data",2020-08-15
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-01-04
Russia,RUS,RU,RUS,0,0,145934460,"Epidemic intelligence, national daily data",2020-02-25
Serbia,SRB,RS,SRB,0,0,6963764,"Epidemic intelligence, national daily data",2020-01-16
Russia,RUS,RU,RUS,2558,18,145934460,"Epidemic intelligence, national daily data",2020-04-14
United Kingdom,GBR,UK,GBR,565,17,66647112,"Epidemic intelligence, national daily data",2020-07-12
Slovenia,SVN,SI,SVN,0,0,2080908,"Epidemic intelligence, national daily data",2020-03-02
Switzerland,CHE,CH,CHE,340,1,8544527,"Epidemic intelligence, national daily data",2020-08-29
Portugal,PRT,PT,PRT,346,3,10276617,"Epidemic intelligence, national daily data",2020-06-16
Turkey,TUR,TR,TUR,0,0,82003882,"Epidemic intelligence, national daily data",2020-02-03
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-08-12
Slovenia,SVN,SI,SVN,2,0,2080908,"Epidemic intelligence, national daily data",2020-06-13
Turkey,TUR,TR,TUR,1226,22,82003882,"Epidemic intelligence, national daily data",2020-08-15
Slovakia,SVK,SK,SVK,1,0,5450421,"Epidemic intelligence, national daily data",2020-07-14
Portugal,PRT,PT,PRT,382,9,10276617,"Epidemic intelligence, national daily data",2020-06-07
Sweden,SWE,SE,SWE,374,2,10230185,"Epidemic intelligence, national daily data",2020-10-06
Slovenia,SVN,SI,SVN,38,4,2080908,"Epidemic intelligence, national daily data",2020-07-23
Norway,NOR,NO,NOR,114,6,5328212,"Epidemic intelligence, national daily data",2020-04-17
Croatia,HRV,HR,HRV,793,10,4076246,"Epidemic intelligence, national daily data",2020-10-16
Cyprus,CYP,CY,CYP,1,0,875899,"Epidemic intelligence, national daily data",2020-07-16
Cyprus,CYP,CY,CYP,9,0,875899,"Epidemic intelligence, national daily data",2020-03-16
Bulgaria,BGR,BG,BGR,66,3,7000039,"Epidemic intelligence, national daily data",2020-06-29
Belgium,BEL,BE,BEL,0,0,11455519,"Epidemic intelligence, national daily data",2020-01-29
Bosnia and Herzegovina,BIH,BA,BIH,172,2,3280815,"Epidemic intelligence, national daily data",2020-07-04
Armenia,ARM,AM,ARM,766,10,2963234,"Epidemic intelligence, national daily data",2020-10-20
Denmark,DNK,DK,DNK,21,0,5806081,"Epidemic intelligence, national daily data",2020-06-26
Czechia,CZE,CZ,CZE,1674,11,10649800,"Epidemic intelligence, national daily data",2020-09-16
Armenia,ARM,AM,ARM,0,0,2963234,"Epidemic intelligence, national daily data",2020-02-29
Denmark,DNK,DK,DNK,630,2,5806081,"Epidemic intelligence, national daily data",2020-10-22
Estonia,EST,EE,EST,42,0,1324820,"Epidemic intelligence, national daily data",2020-10-07
Estonia,EST,EE,EST,13,1,1324820,"Epidemic intelligence, national daily data",2020-04-25
Cyprus,CYP,CY,CYP,0,0,875899,"Epidemic intelligence, national daily data",2020-03-07
Armenia,ARM,AM,ARM,40,1,2963234,"Epidemic intelligence, national daily data",2020-04-09
Belarus,BLR,BY,BLR,164,5,9449321,"Epidemic intelligence, national daily data",2020-08-31
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-01-10
Ireland,IRL,IE,IRL,24,1,4904240,"Epidemic intelligence, national daily data",2020-07-11
Luxembourg,LUX,LU,LUX,50,0,613894,"Epidemic intelligence, national daily data",2020-07-03
Moldova,MDA,MD,MDA,186,4,4033963,"Epidemic intelligence, national daily data",2020-07-20
Monaco,MCO,MC,MCO,1,0,33085,"Epidemic intelligence, national daily data",2020-08-04
Finland,FIN,FI,FIN,131,0,5517919,"Epidemic intelligence, national daily data",2020-10-20
Malta,MLT,MT,MLT,0,0,493559,"Epidemic intelligence, national daily data",2020-01-29
Lithuania,LTU,LT,LTU,2,0,2794184,"Epidemic intelligence, national daily data",2020-07-22
Italy,ITA,IT,ITA,190,13,60359546,"Epidemic intelligence, national daily data",2020-07-21
France,FRA,FR,FRA,2116,471,67012883,"Epidemic intelligence, national daily data",2020-04-03
Finland,FIN,FI,FIN,0,0,5517919,"Epidemic intelligence, national daily data",2020-02-13
Lithuania,LTU,LT,LTU,3,0,2794184,"Epidemic intelligence, national daily data",2020-03-14
Gibraltar,GIB,GI,GIB,0,0,33691,"Epidemic intelligence, national daily data",2020-01-10
Ireland,IRL,IE,IRL,9,1,4904240,"Epidemic intelligence, national daily data",2020-06-26
Guernsey,GGY,GG,GGY,1,0,64468,"Epidemic intelligence, national daily data",2020-09-19
Malta,MLT,MT,MLT,46,0,493559,"Epidemic intelligence, national daily data",2020-08-27
Latvia,LVA,LV,LVA,0,0,1919968,"Epidemic intelligence, national daily data",2020-02-28
Montenegro,MNE,ME,MNE,8,0,622182,"Epidemic intelligence, national daily data",2020-04-08
Malta,MLT,MT,MLT,78,0,493559,"Epidemic intelligence, national daily data",2020-09-14
Greece,GRC,EL,GRC,0,0,10724599,"Epidemic intelligence, national daily data",2020-01-11
Luxembourg,LUX,LU,LUX,44,0,613894,"Epidemic intelligence, national daily data",2020-08-26
Monaco,MCO,MC,MCO,3,0,33085,"Epidemic intelligence, national daily data",2020-09-26
Moldova,MDA,MD,MDA,2,0,4033963,"Epidemic intelligence, national daily data",2020-03-13
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-04-15
France,FRA,FR,FRA,0,0,67012883,"Epidemic intelligence, national daily data",2020-01-21
France,FRA,FR,FRA,358,65,67012883,"Epidemic intelligence, national daily data",2020-05-26
Moldova,MDA,MD,MDA,0,0,4033963,"Epidemic intelligence, national daily data",2020-03-10
Finland,FIN,FI,FIN,12,0,5517919,"Epidemic intelligence, national daily data",2020-06-25
France,FRA,FR,FRA,1404,69,67012883,"Epidemic intelligence, national daily data",2020-03-19
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-06-11
Lithuania,LTU,LT,LTU,13,0,2794184,"Epidemic intelligence, national daily data",2020-08-11
Hungary,HUN,HU,HUN,35,0,9772756,"Epidemic intelligence, national daily data",2020-08-23
Latvia,LVA,LV,LVA,2,0,1919968,"Epidemic intelligence, national daily data",2020-03-11
Montenegro,MNE,ME,MNE,66,3,622182,"Epidemic intelligence, national daily data",2020-08-26
Gibraltar,GIB,GI,GIB,3,0,33691,"Epidemic intelligence, national daily data",2020-05-01
Georgia,GEO,GE,GEO,0,0,3989175,"Epidemic intelligence, national daily data",2020-09-13
Gibraltar,GIB,GI,GIB,0,0,33691,"Epidemic intelligence, national daily data",2020-06-27
Gibraltar,GIB,GI,GIB,0,0,33691,"Epidemic intelligence, national daily data",2020-03-15
Luxembourg,LUX,LU,LUX,13,1,613894,"Epidemic intelligence, national daily data",2020-04-20
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-04-24
Turkey,TUR,TR,TUR,1192,19,82003882,"Epidemic intelligence, national daily data",2020-07-02
Slovakia,SVK,SK,SVK,1,0,5450421,"Epidemic intelligence, national daily data",2020-06-30
North Macedonia,MKD,MK,MKD,80,3,2077132,"Epidemic intelligence, national daily data",2020-10-14
Poland,POL,PL,POL,0,0,37972812,"Epidemic intelligence, national daily data",2020-02-16
Turkey,TUR,TR,TUR,1578,53,82003882,"Epidemic intelligence, national daily data",2020-09-07
Russia,RUS,RU,RUS,61,0,145934460,"Epidemic intelligence, national daily data",2020-03-23
United Kingdom,GBR,UK,GBR,1441,249,66647112,"Epidemic intelligence, national daily data",2020-06-03
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-07-30
San Marino,SMR,SM,SMR,34,2,34453,"Epidemic intelligence, national daily data",2020-04-17
Portugal,PRT,PT,PRT,638,20,10276617,"Epidemic intelligence, national daily data",2020-04-05
Poland,POL,PL,POL,435,22,37972812,"Epidemic intelligence, national daily data",2020-04-08
Poland,POL,PL,POL,224,4,37972812,"Epidemic intelligence, national daily data",2020-03-30
Slovenia,SVN,SI,SVN,10,0,2080908,"Epidemic intelligence, national daily data",2020-07-15
United Kingdom,GBR,UK,GBR,1043,120,66647112,"Epidemic intelligence, national daily data",2020-06-17
Ukraine,UKR,UA,UKR,0,0,43733759,"Epidemic intelligence, national daily data",2020-01-04
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-05-08
San Marino,SMR,SM,SMR,0,6,34453,"Epidemic intelligence, national daily data",2020-03-22
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-08-28
Bosnia and Herzegovina,BIH,BA,BIH,0,0,3280815,"Epidemic intelligence, national daily data",2020-02-10
Cyprus,CYP,CY,CYP,0,0,875899,"Epidemic intelligence, national daily data",2020-01-09
Bosnia and Herzegovina,BIH,BA,BIH,54,1,3280815,"Epidemic intelligence, national daily data",2020-04-04
Czechia,CZE,CZ,CZE,211,1,10649800,"Epidemic intelligence, national daily data",2020-08-07
Cyprus,CYP,CY,CYP,15,0,875899,"Epidemic intelligence, national daily data",2020-09-23
Denmark,DNK,DK,DNK,151,0,5806081,"Epidemic intelligence, national daily data",2020-03-11
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-01-14
Denmark,DNK,DK,DNK,194,7,5806081,"Epidemic intelligence, national daily data",2020-03-30
Estonia,EST,EE,EST,0,0,1324820,"Epidemic intelligence, national daily data",2020-01-16
Belgium,BEL,BE,BEL,0,0,11455519,"Epidemic intelligence, national daily data",2020-01-24
Azerbaijan,AZE,AZ,AZE,226,5,10139175,"Epidemic intelligence, national daily data",2020-08-05
Cyprus,CYP,CY,CYP,2,0,875899,"Epidemic intelligence, national daily data",2020-05-31
Albania,ALB,AL,ALB,154,5,2862427,"Epidemic intelligence, national daily data",2020-08-14
Bosnia and Herzegovina,BIH,BA,BIH,0,0,3280815,"Epidemic intelligence, national daily data",2020-01-16
Croatia,HRV,HR,HRV,40,1,4076246,"Epidemic intelligence, national daily data",2020-04-07
Belarus,BLR,BY,BLR,597,5,9449321,"Epidemic intelligence, national daily data",2020-10-15
Bulgaria,BGR,BG,BGR,95,1,7000039,"Epidemic intelligence, national daily data",2020-07-20
Belgium,BEL,BE,BEL,0,0,11455519,"Epidemic intelligence, national daily data",2020-01-23
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-05-08
Kosovo,RKS,,,0,0,1798506,"Epidemic intelligence, national daily data",2020-01-05
Germany,DEU,DE,DEU,286,11,83019213,"Epidemic intelligence, national daily data",2020-05-31
Netherlands,NLD,NL,NLD,0,0,17282163,"Epidemic intelligence, national daily data",2020-01-15
Greece,GRC,EL,GRC,235,2,10724599,"Epidemic intelligence, national daily data",2020-08-13
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-08-26
Montenegro,MNE,ME,MNE,45,2,622182,"Epidemic intelligence, national daily data",2020-09-01
Georgia,GEO,GE,GEO,3,0,3989175,"Epidemic intelligence, national daily data",2020-03-21
Kosovo,RKS,,,24,1,1798506,"Epidemic intelligence, national daily data",2020-05-13
Lithuania,LTU,LT,LTU,9,0,2794184,"Epidemic intelligence, national daily data",2020-06-08
Italy,ITA,IT,ITA,1616,10,60359546,"Epidemic intelligence, national daily data",2020-09-12
Italy,ITA,IT,ITA,97,4,60359546,"Epidemic intelligence, national daily data",2020-02-25
Hungary,HUN,HU,HUN,45,1,9772756,"Epidemic intelligence, national daily data",2020-03-31
Jersey,JEY,JE,JEY,0,0,107796,"Epidemic intelligence, national daily data",2020-06-19
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-05-31
Monaco,MCO,MC,MCO,0,0,33085,"Epidemic intelligence, national daily data",2020-07-28
Ireland,IRL,IE,IRL,200,10,4904240,"Epidemic intelligence, national daily data",2020-03-30
Malta,MLT,MT,MLT,0,0,493559,"Epidemic intelligence, national daily data",2020-02-21
Moldova,MDA,MD,MDA,91,3,4033963,"Epidemic intelligence, national daily data",2020-04-08
Monaco,MCO,MC,MCO,0,0,33085,"Epidemic intelligence, national daily data",2020-07-31
Hungary,HUN,HU,HUN,0,0,9772756,"Epidemic intelligence, national daily data",2020-01-19
Iceland,ISL,IS,ISL,4,0,356991,"Epidemic intelligence, national daily data",2020-08-13
Gibraltar,GIB,GI,GIB,0,0,33691,"Epidemic intelligence, national daily data",2020-06-24
Georgia,GEO,GE,GEO,5,0,3989175,"Epidemic intelligence, national daily data",2020-04-02
Kosovo,RKS,,,31,0,1798506,"Epidemic intelligence, national daily data",2020-04-19
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-01-07
Italy,ITA,IT,ITA,238,8,60359546,"Epidemic intelligence, national daily data",2020-08-03
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-09-22
Serbia,SRB,RS,SRB,24,1,6963764,"Epidemic intelligence, national daily data",2020-06-03
Slovakia,SVK,SK,SVK,79,0,5450421,"Epidemic intelligence, national daily data",2020-09-22
Norway,NOR,NO,NOR,1,0,5328212,"Epidemic intelligence, national daily data",2020-02-27
Switzerland,CHE,CH,CHE,0,0,8544527,"Epidemic intelligence, national daily data",2020-01-18
Poland,POL,PL,POL,0,0,37972812,"Epidemic intelligence, national daily data",2020-02-29
Russia,RUS,RU,RUS,10102,95,145934460,"Epidemic intelligence, national daily data",2020-05-06
United Kingdom,GBR,UK,GBR,801,54,66647112,"Epidemic intelligence, national daily data",2020-06-08
Spain,ESP,ES,ESP,0,0,46937060,"Epidemic intelligence, national daily data",2020-01-27
Portugal,PRT,PT,PRT,388,3,10276617,"Epidemic intelligence, national daily data",2020-09-09
United Kingdom,GBR,UK,GBR,4368,11,66647112,"Epidemic intelligence, national daily data",2020-09-22
Romania,ROU,RO,ROU,1269,38,19414458,"Epidemic intelligence, national daily data",2020-09-06
Sweden,SWE,SE,SWE,33,0,10230185,"Epidemic intelligence, national daily data",2020-03-08
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-03-18
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-07-19
Norway,NOR,NO,NOR,9,0,5328212,"Epidemic intelligence, national daily data",2020-07-24
Serbia,SRB,RS,SRB,72,0,6963764,"Epidemic intelligence, national daily data",2020-10-01
Poland,POL,PL,POL,832,14,37972812,"Epidemic intelligence, national daily data",2020-08-15
Serbia,SRB,RS,SRB,0,0,6963764,"Epidemic intelligence, national daily data",2020-01-20
Ukraine,UKR,UA,UKR,841,9,43733759,"Epidemic intelligence, national daily data",2020-06-21
United Kingdom,GBR,UK,GBR,611,17,66647112,"Epidemic intelligence, national daily data",2020-03-18
Norway,NOR,NO,NOR,0,0,5328212,"Epidemic intelligence, national daily data",2020-09-21
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-02-04
North Macedonia,MKD,MK,MKD,10,1,2077132,"Epidemic intelligence, national daily data",2020-05-13
Switzerland,CHE,CH,CHE,0,0,8544527,"Epidemic intelligence, national daily data",2020-01-28
Serbia,SRB,RS,SRB,242,4,6963764,"Epidemic intelligence, national daily data",2020-06-30
Spain,ESP,ES,ESP,8115,58,46937060,"Epidemic intelligence, national daily data",2020-09-01
Slovakia,SVK,SK,SVK,0,0,5450421,"Epidemic intelligence, national daily data",2020-01-21
Slovenia,SVN,SI,SVN,1508,1,2080908,"Epidemic intelligence, national daily data",2020-10-22
Switzerland,CHE,CH,CHE,0,0,8544527,"Epidemic intelligence, national daily data",2020-02-25
Portugal,PRT,PT,PRT,0,0,10276617,"Epidemic intelligence, national daily data",2020-02-14
Turkey,TUR,TR,TUR,3783,121,82003882,"Epidemic intelligence, national daily data",2020-04-19
Switzerland,CHE,CH,CHE,110,0,8544527,"Epidemic intelligence, national daily data",2020-07-19
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-01-09
Slovakia,SVK,SK,SVK,6,0,5450421,"Epidemic intelligence, national daily data",2020-05-22
Denmark,DNK,DK,DNK,760,4,5806081,"Epidemic intelligence, national daily data",2020-10-23
Armenia,ARM,AM,ARM,230,3,2963234,"Epidemic intelligence, national daily data",2020-05-20
Belgium,BEL,BE,BEL,41,8,11455519,"Epidemic intelligence, national daily data",2020-06-28
Armenia,ARM,AM,ARM,0,0,2963234,"Epidemic intelligence, national daily data",2020-01-10
Belarus,BLR,BY,BLR,152,5,9449321,"Epidemic intelligence, national daily data",2020-07-30
Bulgaria,BGR,BG,BGR,130,1,7000039,"Epidemic intelligence, national daily data",2020-06-24
Azerbaijan,AZE,AZ,AZE,0,0,10139175,"Epidemic intelligence, national daily data",2020-03-05
Bulgaria,BGR,BG,BGR,159,8,7000039,"Epidemic intelligence, national daily data",2020-07-14
Denmark,DNK,DK,DNK,0,0,5806081,"Epidemic intelligence, national daily data",2020-02-03
Albania,ALB,AL,ALB,182,5,2862427,"Epidemic intelligence, national daily data",2020-10-14
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-05-19
Cyprus,CYP,CY,CYP,17,0,875899,"Epidemic intelligence, national daily data",2020-03-22
Denmark,DNK,DK,DNK,0,0,5806081,"Epidemic intelligence, national daily data",2020-07-26
Czechia,CZE,CZ,CZE,54,0,10649800,"Epidemic intelligence, national daily data",2020-06-10
Bosnia and Herzegovina,BIH,BA,BIH,49,1,3280815,"Epidemic intelligence, national daily data",2020-06-11
Bosnia and Herzegovina,BIH,BA,BIH,0,0,3280815,"Epidemic intelligence, national daily data",2020-02-26
Armenia,ARM,AM,ARM,181,7,2963234,"Epidemic intelligence, national daily data",2020-10-06
Estonia,EST,EE,EST,7,0,1324820,"Epidemic intelligence, national daily data",2020-08-20
Bulgaria,BGR,BG,BGR,23,2,7000039,"Epidemic intelligence, national daily data",2020-04-02
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-06-04
Malta,MLT,MT,MLT,1,0,493559,"Epidemic intelligence, national daily data",2020-06-09
Iceland,ISL,IS,ISL,3,0,356991,"Epidemic intelligence, national daily data",2020-04-29
Greece,GRC,EL,GRC,33,1,10724599,"Epidemic intelligence, national daily data",2020-07-24
Germany,DEU,DE,DEU,0,0,83019213,"Epidemic intelligence, national daily data",2020-01-12
Netherlands,NLD,NL,NLD,189,27,17282163,"Epidemic intelligence, national daily data",2020-05-17
Ireland,IRL,IE,IRL,0,0,4904240,"Epidemic intelligence, national daily data",2020-02-08
Georgia,GEO,GE,GEO,3,0,3989175,"Epidemic intelligence, national daily data",2020-06-24
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-02-01
Italy,ITA,IT,ITA,0,0,60359546,"Epidemic intelligence, national daily data",2020-02-07
Malta,MLT,MT,MLT,0,0,493559,"Epidemic intelligence, national daily data",2020-02-18
Georgia,GEO,GE,GEO,3,0,3989175,"Epidemic intelligence, national daily data",2020-08-02
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-03-19
Jersey,JEY,JE,JEY,1,0,107796,"Epidemic intelligence, national daily data",2020-05-19
Germany,DEU,DE,DEU,4751,66,83019213,"Epidemic intelligence, national daily data",2020-03-30
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-07-05
Lithuania,LTU,LT,LTU,0,0,2794184,"Epidemic intelligence, national daily data",2020-02-21
Monaco,MCO,MC,MCO,0,0,33085,"Epidemic intelligence, national daily data",2020-02-23
Moldova,MDA,MD,MDA,366,10,4033963,"Epidemic intelligence, national daily data",2020-06-13
Finland,FIN,FI,FIN,158,0,5517919,"Epidemic intelligence, national daily data",2020-09-30
Georgia,GEO,GE,GEO,7,0,3989175,"Epidemic intelligence, national daily data",2020-03-24
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-10-07
Germany,DEU,DE,DEU,4438,32,83019213,"Epidemic intelligence, national daily data",2020-03-24
Isle of Man,IMN,,,12,0,85032,"Epidemic intelligence, national daily data",2020-04-16
Gibraltar,GIB,GI,GIB,7,0,33691,"Epidemic intelligence, national daily data",2020-04-04
Netherlands,NLD,NL,NLD,185,0,17282163,"Epidemic intelligence, national daily data",2020-07-21
Kosovo,RKS,,,0,0,1798506,"Epidemic intelligence, national daily data",2020-03-09
Latvia,LVA,LV,LVA,22,0,1919968,"Epidemic intelligence, national daily data",2020-04-01
Netherlands,NLD,NL,NLD,409,18,17282163,"Epidemic intelligence, national daily data",2020-03-20
Netherlands,NLD,NL,NLD,779,2,17282163,"Epidemic intelligence, national daily data",2020-08-12
Faroes,FRO,,,4,0,48865,"Epidemic intelligence, national daily data",2020-03-30
Finland,FIN,FI,FIN,14,0,5517919,"Epidemic intelligence, national daily data",2020-08-24
Ireland,IRL,IE,IRL,88,4,4904240,"Epidemic intelligence, national daily data",2020-05-19
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-05-16
Portugal,PRT,PT,PRT,167,1,10276617,"Epidemic intelligence, national daily data",2020-08-06
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-08-09
Turkey,TUR,TR,TUR,1012,19,82003882,"Epidemic intelligence, national daily data",2020-07-13
Serbia,SRB,RS,SRB,383,13,6963764,"Epidemic intelligence, national daily data",2020-07-17
Ukraine,UKR,UA,UKR,1967,28,43733759,"Epidemic intelligence, national daily data",2020-08-20
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-10-19
Turkey,TUR,TR,TUR,987,18,82003882,"Epidemic intelligence, national daily data",2020-08-03
North Macedonia,MKD,MK,MKD,86,3,2077132,"Epidemic intelligence, national daily data",2020-07-14
United Kingdom,GBR,UK,GBR,371,3,66647112,"Epidemic intelligence, national daily data",2020-07-28
Turkey,TUR,TR,TUR,1671,57,82003882,"Epidemic intelligence, national daily data",2020-10-15
Sweden,SWE,SE,SWE,265,46,10230185,"Epidemic intelligence, national daily data",2020-06-01
